0
"Verbier
Verbier - Wallis
Wetterprognose heute
-4°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
116 cm
50 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 82.-
Kinder: ab CHF 41.-"
"Thyon - 4 Vallées
Les Collons Thyon - Wallis
Wetterprognose heute
-5°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
80 cm
50 cm im Ort
Tageskarten
Erwachsene: CHF 69.-
Kinder: CHF 35.-"
"Samnaun/Ischgl
Samnaun - Graubünden
Wetterprognose heute
-4°
wechselhaft, Schneefall
Detaillierte Prognose
200.0/239.0 km
Pisten, gut
Tageskarten
Erwachsene: CHF 67.-
Kinder: CHF 41.-"
"Engadin St.Moritz
St. Moritz - Graubünden
Wetterprognose heute
-6°
wechselhaft, Schneefall
Detaillierte Prognose
192.3/330.3 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
Anzeige
"Veysonnaz - 4 Vallées
Veysonnaz - Wallis
Wetterprognose heute
-3°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
100 cm
30 cm im Ort
Tageskarten
Erwachsene: CHF 66.-
Kinder: CHF 33.-"
"Arosa Lenzerheide
Lenzerheide - Graubünden
Wetterprognose heute
-2°
wechselhaft, Schneefall
Detaillierte Prognose
113.8/221.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 30.-
Kinder: ab CHF 14.-"
"Arosa Lenzerheide
Arosa - Graubünden
Wetterprognose heute
-4°
wechselhaft, Schneefall
Detaillierte Prognose
113.8/221.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 30.-
Kinder: ab CHF 14.-"
"Langlauf
Alles über Langlauf in der Schweiz
snow25
Unter 25? Pistenspass zum kleinen Preis."
"Celerina/Engadin
Celerina - Graubünden
Wetterprognose heute
-6°
wechselhaft, Schneefall
Detaillierte Prognose
104.4/163.8 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
"St. Moritz/Engadin
St. Moritz - Graubünden
Wetterprognose heute
-6°
wechselhaft, Schneefall
Detaillierte Prognose
104.4/163.8 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
"Grimentz-Zinal /Anniviers
Grimentz - Wallis
Wetterprognose heute
-3°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
115 cm
20 cm im Ort
Tageskarten
Erwachsene: CHF 68.-
Kinder: CHF 41.-"
"Klosters
Klosters - Graubünden
Schneehöhe
99 cm
14 cm im Ort
Tageskarten
Erwachsene: CHF 77.-
Kinder: CHF 31.-"
"Davos
Davos - Graubünden
Schneehöhe
99 cm
21 cm im Ort
Tageskarten
Erwachsene: CHF 77.-
Kinder: CHF 31.-"
"Flims Laax Falera
Laax - Graubünden
Schneehöhe
80 cm
2 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 55.-
Kinder: ab CHF 19.-"
"Grindelwald – Jungfrau Ski Region
Grindelwald - Bern Region
96.6/205.5 km
Pisten, gut-fahrbar
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 38.-"
"Lenk im Simmental
Lenk i.S. - Bern Region
95.2/124.8 km
Pisten, gut
Tageskarten
Erwachsene: CHF 70.-
Kinder: CHF 29.-"
"Destination Gstaad
Gstaad - Bern Region
91.9/203.1 km
Pisten, keine Meldung
Tageskarten (dynamisch)
Erwachsene: ab CHF 49.-
Kinder: ab CHF 28.-"
"Zinal-Grimentz /Anniviers
Zinal - Wallis
Schneehöhe
115 cm
20 cm im Ort
Tageskarten
Erwachsene: CHF 68.-
Kinder: CHF 41.-"
"Wengen – Jungfrau Ski Region
Wengen - Bern Region
85.7/205.5 km
Pisten, gut
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 38.-"
"Nendaz - 4 Vallées
Nendaz - Wallis
Schneehöhe
100 cm
30 cm im Ort
Tageskarten
Erwachsene: CHF 66.-
Kinder: CHF 33.-"
"Mürren – Jungfrau Ski Region
Mürren - Bern Region
79.9/205.5 km
Pisten, gut
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 38.-"
"Sedrun-Oberalp-Andermatt
Sedrun - Graubünden
Schneehöhe
84 cm
15 cm im Ort
Tageskarten
Erwachsene: CHF 89.-
Kinder: CHF 45.-"
"Andermatt-Oberalp-Sedrun
Andermatt - Luzern - Vierwaldstättersee
72.7/103.4 km
Pisten, gut
Tageskarten
Erwachsene: CHF 89.-
Kinder: CHF 45.-"
"Saas-Fee
Saas-Fee - Wallis
67.8/100.0 km
Pisten, gut
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 37.-"
"Crans - Montana
Crans-Montana - Wallis
Schneehöhe
100 cm
40 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 25.-
Kinder: ab CHF 8.-"
"Adelboden
Adelboden - Bern Region
Schneehöhe
54 cm
12 cm im Ort
Tageskarten
Erwachsene: CHF 70.-
Kinder: CHF 29.-"
"Silvaplana Corvatsch
Silvaplana - Graubünden
60.5/120.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
"Sils/Engadin
Sils i.E. - Graubünden
60.5/120.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
"Davos Klosters Parsenn
Davos - Graubünden
Schneehöhe
99 cm
21 cm im Ort
Tageskarten
Erwachsene: CHF 77.-
Kinder: CHF 31.-"
"La Tzoumaz - Savoleyres
Verbier - Wallis
Schneehöhe
116 cm
50 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 71.-
Kinder: ab CHF 35.-"
"Les Mosses - La Lécherette
Les Mosses - Genferseegebiet
Schneehöhe
50 cm
40 cm im Ort
Tageskarten
Erwachsene: CHF 62.-
Kinder: CHF 40.-"
"Verbier
Verbier - Wallis
Wetterprognose heute
-4°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
116 cm
50 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 82.-
Kinder: ab CHF 41.-"
"Thyon - 4 Vallées
Les Collons Thyon - Wallis
Wetterprognose heute
-5°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
80 cm
50 cm im Ort
Tageskarten
Erwachsene: CHF 69.-
Kinder: CHF 35.-"
"Samnaun/Ischgl
Samnaun - Graubünden
Wetterprognose heute
-4°
wechselhaft, Schneefall
Detaillierte Prognose
200.0/239.0 km
Pisten, gut
Tageskarten
Erwachsene: CHF 67.-
Kinder: CHF 41.-"
"Engadin St.Moritz
St. Moritz - Graubünden
Wetterprognose heute
-6°
wechselhaft, Schneefall
Detaillierte Prognose
192.3/330.3 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
Anzeige
"Veysonnaz - 4 Vallées
Veysonnaz - Wallis
Wetterprognose heute
-3°
bewölkt, Schneefall
Detaillierte Prognose
Schneehöhe
100 cm
30 cm im Ort
Tageskarten
Erwachsene: CHF 66.-
Kinder: CHF 33.-"
"Arosa Lenzerheide
Lenzerheide - Graubünden
Wetterprognose heute
-2°
wechselhaft, Schneefall
Detaillierte Prognose
113.8/221.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 30.-
Kinder: ab CHF 14.-"
"Arosa Lenzerheide
Arosa - Graubünden
Wetterprognose heute
-4°
wechselhaft, Schneefall
Detaillierte Prognose
113.8/221.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 30.-
Kinder: ab CHF 14.-"
"snow25
Unter 25? Pistenspass zum kleinen Preis.
Langlauf
Alles über Langlauf in der Schweiz"
"Celerina/Engadin
Celerina - Graubünden
Wetterprognose heute
-6°
wechselhaft, Schneefall
Detaillierte Prognose
104.4/163.8 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
"St. Moritz/Engadin
St. Moritz - Graubünden
104.4/163.8 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
"Grimentz-Zinal /Anniviers
Grimentz - Wallis
Schneehöhe
115 cm
20 cm im Ort
Tageskarten
Erwachsene: CHF 68.-
Kinder: CHF 41.-"
"Klosters
Klosters - Graubünden
Schneehöhe
99 cm
14 cm im Ort
Tageskarten
Erwachsene: CHF 77.-
Kinder: CHF 31.-"
"Davos
Davos - Graubünden
Schneehöhe
99 cm
21 cm im Ort
Tageskarten
Erwachsene: CHF 77.-
Kinder: CHF 31.-"
"Flims Laax Falera
Laax - Graubünden
Schneehöhe
80 cm
2 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 55.-
Kinder: ab CHF 19.-"
"Grindelwald – Jungfrau Ski Region
Grindelwald - Bern Region
96.6/205.5 km
Pisten, gut-fahrbar
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 38.-"
"Lenk im Simmental
Lenk i.S. - Bern Region
95.2/124.8 km
Pisten, gut
Tageskarten
Erwachsene: CHF 70.-
Kinder: CHF 29.-"
"Destination Gstaad
Gstaad - Bern Region
91.9/203.1 km
Pisten, keine Meldung
Tageskarten (dynamisch)
Erwachsene: ab CHF 49.-
Kinder: ab CHF 28.-"
"Zinal-Grimentz /Anniviers
Zinal - Wallis
Schneehöhe
115 cm
20 cm im Ort
Tageskarten
Erwachsene: CHF 68.-
Kinder: CHF 41.-"
"Wengen – Jungfrau Ski Region
Wengen - Bern Region
85.7/205.5 km
Pisten, gut
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 38.-"
"Nendaz - 4 Vallées
Nendaz - Wallis
Schneehöhe
100 cm
30 cm im Ort
Tageskarten
Erwachsene: CHF 66.-
Kinder: CHF 33.-"
"Mürren – Jungfrau Ski Region
Mürren - Bern Region
79.9/205.5 km
Pisten, gut
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 38.-"
"Sedrun-Oberalp-Andermatt
Sedrun - Graubünden
Schneehöhe
84 cm
15 cm im Ort
Tageskarten
Erwachsene: CHF 89.-
Kinder: CHF 45.-"
"Andermatt-Oberalp-Sedrun
Andermatt - Luzern - Vierwaldstättersee
72.7/103.4 km
Pisten, gut
Tageskarten
Erwachsene: CHF 89.-
Kinder: CHF 45.-"
"Saas-Fee
Saas-Fee - Wallis
67.8/100.0 km
Pisten, gut
Tageskarten
Erwachsene: CHF 75.-
Kinder: CHF 37.-"
"Crans - Montana
Crans-Montana - Wallis
Schneehöhe
100 cm
40 cm im Ort
Tageskarten (dynamisch)
Erwachsene: ab CHF 25.-
Kinder: ab CHF 8.-"
"Adelboden
Adelboden - Bern Region
Schneehöhe
54 cm
12 cm im Ort
Tageskarten
Erwachsene: CHF 70.-
Kinder: CHF 29.-"
"Silvaplana Corvatsch
Silvaplana - Graubünden
60.5/120.0 km
Pisten, gut
Tageskarten (dynamisch)
Erwachsene: ab CHF 45.-
Kinder: ab CHF 15.-"
